return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount,customer_id,order_date,product_name,category
RET-005390,82594,445,2013-06-25,wrong_size,5,52004.22,57080,2013-05-30,SaigonFlex UM-50,Streetwear
RET-005392,82648,2252,2013-06-21,wrong_size,3,4720.64,10777,2013-06-02,VietMotion RP-49,Outdoor
RET-005394,82684,1942,2013-06-18,defective,3,4179.68,14004,2013-05-31,UrbanVN RP-17,Outdoor
RET-005395,82684,1943,2013-06-17,not_as_described,1,1333.92,14004,2013-05-31,UrbanVN RP-18,Outdoor
RET-005396,82690,1990,2013-06-12,not_as_described,1,3111.81,15402,2013-05-30,UrbanVN RS-09,Outdoor
RET-005398,82735,635,2013-06-19,late_delivery,1,10734.76,2600,2013-06-01,SaigonFlex UC-00,Streetwear
RET-005400,82764,2054,2013-06-12,wrong_size,6,38882.05,4185,2013-05-31,UrbanVN UE-14,Streetwear
RET-005401,82766,551,2013-06-21,wrong_size,1,9709.08,4289,2013-06-03,SaigonFlex UC-16,Streetwear
RET-005402,82784,551,2013-06-09,defective,1,10944.0,43702,2013-05-31,SaigonFlex UC-16,Streetwear
RET-005403,82790,676,2013-06-14,wrong_size,2,19440.09,43931,2013-05-30,SaigonFlex UC-41,Streetwear
RET-005405,82806,1131,2013-06-25,wrong_size,1,5126.06,44744,2013-05-30,MekongFit UM-08,Streetwear
RET-005406,82845,2074,2013-06-14,late_delivery,1,3768.43,39014,2013-06-03,UrbanVN UC-09,Streetwear
RET-005409,82879,2016,2013-06-13,late_delivery,1,3571.01,61245,2013-05-31,UrbanVN UR-19,Streetwear
RET-005410,82890,573,2013-06-10,not_as_described,2,6782.11,60613,2013-06-03,SaigonFlex UC-38,Streetwear
RET-005411,82896,976,2013-06-24,late_delivery,1,3969.46,52412,2013-06-02,HanoiStreet UC-39,Streetwear
RET-005412,82905,2234,2013-06-16,defective,1,750.44,62466,2013-06-01,VietMotion RP-31,Outdoor
RET-005413,82905,2235,2013-06-19,late_delivery,2,1525.88,62466,2013-06-01,VietMotion RP-32,Outdoor
RET-005415,82935,1196,2013-06-28,changed_mind,2,9918.41,54282,2013-06-01,MekongFit UE-32,Streetwear
RET-005417,82964,826,2013-06-20,not_as_described,1,12656.62,21007,2013-06-01,HanoiStreet UM-10,Streetwear
RET-005418,82998,990,2013-06-23,changed_mind,3,14519.78,20558,2013-05-31,HanoiStreet UC-53,Streetwear
RET-005419,83000,989,2013-06-23,defective,2,9566.99,18006,2013-06-03,HanoiStreet UC-52,Streetwear
RET-005420,83008,2081,2013-06-29,wrong_size,1,2460.69,18647,2013-06-02,UrbanVN UC-16,Streetwear
RET-005421,83057,2099,2013-06-23,defective,3,14218.77,72738,2013-06-03,UrbanVN YY-03,GenZ
RET-005422,83076,600,2013-06-19,late_delivery,3,24181.01,74481,2013-06-02,SaigonFlex UC-65,Streetwear
RET-005423,83078,758,2013-06-20,wrong_size,5,4051.11,74503,2013-06-03,HanoiStreet RP-46,Outdoor
RET-005424,83120,1967,2013-06-12,changed_mind,1,2690.24,45862,2013-05-30,UrbanVN RP-42,Outdoor
RET-005425,83126,964,2013-06-11,late_delivery,2,6909.75,69020,2013-05-30,HanoiStreet UC-27,Streetwear
RET-005427,83132,1000,2013-06-26,wrong_size,3,3205.46,46341,2013-06-03,HanoiStreet YY-01,GenZ
RET-005428,83135,2254,2013-06-23,defective,6,4095.08,77702,2013-05-31,VietMotion RP-51,Outdoor
RET-005429,83135,2255,2013-06-14,wrong_size,1,654.69,77702,2013-05-31,VietMotion RP-52,Outdoor
RET-005430,83136,964,2013-06-16,wrong_size,3,10701.05,77708,2013-06-02,HanoiStreet UC-27,Streetwear
RET-005431,83138,976,2013-06-18,wrong_size,1,3624.74,70220,2013-05-30,HanoiStreet UC-39,Streetwear
RET-005432,83174,992,2013-06-08,defective,2,6623.56,28106,2013-05-31,HanoiStreet UC-55,Streetwear
RET-005433,83187,767,2013-06-12,wrong_size,4,4474.68,28937,2013-05-30,HanoiStreet RP-55,Outdoor
RET-005434,83187,768,2013-06-20,not_as_described,3,3102.45,28937,2013-05-30,HanoiStreet RP-56,Outdoor
RET-005435,83198,551,2013-06-14,wrong_size,5,53149.88,24147,2013-05-30,SaigonFlex UC-16,Streetwear
RET-005437,83232,2054,2013-06-28,wrong_size,2,11822.31,35389,2013-06-02,UrbanVN UE-14,Streetwear
RET-005438,83236,964,2013-06-27,not_as_described,2,7141.47,35501,2013-06-03,HanoiStreet UC-27,Streetwear
RET-005441,83281,2284,2013-06-20,changed_mind,1,3594.56,31359,2013-06-01,VietMotion RS-17,Outdoor
RET-005442,83295,1942,2013-06-19,not_as_described,3,4275.67,31957,2013-05-30,UrbanVN RP-17,Outdoor
RET-005443,83295,1943,2013-06-15,late_delivery,2,2744.06,31957,2013-05-30,UrbanVN RP-18,Outdoor
RET-005446,83324,726,2013-06-21,wrong_size,5,6899.86,114016,2013-06-01,HanoiStreet RP-14,Outdoor
RET-005447,83352,669,2013-06-22,changed_mind,4,62669.41,115316,2013-06-01,SaigonFlex UC-34,Streetwear
RET-005448,83355,400,2013-06-20,wrong_size,2,17471.32,115432,2013-06-03,SaigonFlex UM-05,Streetwear
RET-005449,83364,604,2013-06-20,defective,1,5260.44,115662,2013-06-03,SaigonFlex UC-69,Streetwear
RET-005450,83364,671,2013-06-25,wrong_size,1,10152.2,115662,2013-06-03,SaigonFlex UC-36,Streetwear
RET-005451,83372,445,2013-06-16,late_delivery,5,49643.25,114483,2013-06-03,SaigonFlex UM-50,Streetwear
RET-005452,83372,1808,2013-06-24,defective,1,1357.78,114483,2013-06-03,SaigonCore YY-03,GenZ
RET-005453,83410,638,2013-06-23,changed_mind,6,68513.49,103243,2013-06-01,SaigonFlex UC-03,Streetwear
RET-005454,83424,635,2013-06-24,not_as_described,3,27453.71,103726,2013-05-31,SaigonFlex UC-00,Streetwear
RET-005455,83452,2082,2013-06-26,late_delivery,1,3909.76,156831,2013-05-30,UrbanVN UC-17,Streetwear
RET-005457,83509,2252,2013-06-16,defective,2,2772.63,47414,2013-05-31,VietMotion RP-49,Outdoor
RET-005458,83509,2253,2013-06-19,changed_mind,6,8677.6,47414,2013-05-31,VietMotion RP-50,Outdoor
RET-005459,83514,786,2013-06-14,defective,3,1924.59,122371,2013-06-01,HanoiStreet RP-74,Outdoor
RET-005461,83587,1174,2013-06-08,not_as_described,1,6460.13,100582,2013-05-30,MekongFit UE-10,Streetwear
RET-005462,83597,2071,2013-06-17,wrong_size,5,20120.79,101426,2013-06-02,UrbanVN UC-06,Streetwear
RET-005463,83607,915,2013-06-21,wrong_size,4,26006.74,79907,2013-05-31,HanoiStreet UE-24,Streetwear
RET-005465,83624,2074,2013-06-14,changed_mind,1,3741.37,94248,2013-06-01,UrbanVN UC-09,Streetwear
RET-005466,83637,906,2013-06-25,late_delivery,2,10189.72,124334,2013-05-30,HanoiStreet UE-15,Streetwear
RET-005467,83644,606,2013-06-19,late_delivery,1,3947.36,124649,2013-06-03,SaigonFlex UC-71,Streetwear
RET-005468,83653,992,2013-06-23,not_as_described,6,17850.39,124132,2013-06-01,HanoiStreet UC-55,Streetwear
RET-005469,83660,753,2013-06-29,defective,3,8503.71,123049,2013-05-31,HanoiStreet RP-41,Outdoor
RET-005470,83665,1962,2013-06-23,defective,5,9059.82,125237,2013-06-01,UrbanVN RP-37,Outdoor
RET-005471,83684,2055,2013-06-19,defective,2,12788.79,132324,2013-06-03,UrbanVN UE-15,Streetwear
RET-005472,83709,757,2013-06-19,late_delivery,6,4720.65,130607,2013-05-31,HanoiStreet RP-45,Outdoor
RET-005473,83709,758,2013-06-16,late_delivery,3,2356.96,130607,2013-05-31,HanoiStreet RP-46,Outdoor
RET-005475,83795,1915,2013-06-25,late_delivery,1,5426.78,143152,2013-05-31,UrbanVN MA-08,Casual
RET-005476,83807,757,2013-06-14,not_as_described,3,2481.46,144327,2013-05-31,HanoiStreet RP-45,Outdoor
RET-005477,83861,2373,2013-06-23,not_as_described,1,6976.35,140200,2013-06-02,VietMotion UC-21,Streetwear
RET-005478,83865,2045,2013-06-09,changed_mind,2,9661.28,140538,2013-05-30,UrbanVN UE-05,Streetwear
RET-005480,83883,2331,2013-06-17,changed_mind,1,6800.66,138090,2013-06-03,VietMotion UE-05,Streetwear
RET-005481,83907,1226,2013-06-13,not_as_described,1,6107.31,138464,2013-05-30,MekongFit UC-28,Streetwear
RET-005482,83909,800,2013-06-19,wrong_size,2,6210.35,138630,2013-05-31,HanoiStreet RS-04,Outdoor
RET-005483,83912,785,2013-06-08,not_as_described,3,2126.39,138674,2013-05-30,HanoiStreet RP-73,Outdoor
RET-005484,83920,1974,2013-06-21,not_as_described,1,680.32,139057,2013-05-31,UrbanVN RP-49,Outdoor
RET-005485,83920,1975,2013-06-10,not_as_described,5,3126.48,139057,2013-05-31,UrbanVN RP-50,Outdoor
RET-005486,83927,787,2013-06-18,wrong_size,6,20750.41,141294,2013-06-02,HanoiStreet RP-75,Outdoor
RET-005487,83960,1544,2013-06-21,not_as_described,1,3917.75,133211,2013-06-02,VietMode RP-36,Outdoor
RET-005488,83987,726,2013-06-07,wrong_size,1,1294.09,134428,2013-06-01,HanoiStreet RP-14,Outdoor
RET-005489,83991,2332,2013-06-12,wrong_size,8,42372.23,134443,2013-05-31,VietMotion UE-06,Streetwear
RET-005490,83992,914,2013-06-12,wrong_size,5,30449.61,134496,2013-06-01,HanoiStreet UE-23,Streetwear
RET-005493,84039,927,2013-06-24,wrong_size,1,5240.63,147114,2013-05-31,HanoiStreet UE-36,Streetwear
RET-005494,84086,2388,2013-06-16,defective,2,6686.6,149705,2013-06-01,VietMotion UC-36,Streetwear
RET-005495,84098,1120,2013-06-20,defective,3,5896.72,150186,2013-06-03,MekongFit RS-08,Outdoor
RET-005496,84103,1884,2013-06-24,wrong_size,3,28797.7,152861,2013-05-30,BambooCraft UC-03,Streetwear
RET-005497,84120,1105,2013-06-14,wrong_size,1,2679.52,148096,2013-06-02,MekongFit RP-51,Outdoor
RET-005498,84126,1517,2013-07-02,late_delivery,4,8357.79,143823,2013-06-04,VietMode RP-09,Outdoor
RET-005499,84143,1139,2013-06-20,not_as_described,2,15205.62,59721,2013-06-02,MekongFit UM-16,Streetwear
RET-005500,84145,2373,2013-06-28,not_as_described,4,27909.62,59935,2013-06-04,VietMotion UC-21,Streetwear
RET-005503,84177,2332,2013-06-17,wrong_size,5,26189.21,12129,2013-06-04,VietMotion UE-06,Streetwear
RET-005504,84188,1061,2013-06-10,not_as_described,5,7651.41,15889,2013-06-01,MekongFit RP-07,Outdoor
RET-005505,84205,1116,2013-06-22,not_as_described,6,17599.83,1795,2013-06-04,MekongFit RS-04,Outdoor
RET-005507,84272,502,2013-06-26,defective,1,12458.48,39141,2013-06-05,SaigonFlex UM-07,Streetwear
RET-005508,84299,475,2013-06-20,not_as_described,1,11292.89,63691,2013-06-05,SaigonFlex UM-80,Streetwear
RET-005510,84328,1116,2013-06-24,late_delivery,2,6250.1,21424,2013-06-02,MekongFit RS-04,Outdoor
RET-005511,84340,2375,2013-06-19,defective,3,24376.94,17320,2013-06-01,VietMotion UC-23,Streetwear
RET-005513,84348,2396,2013-06-21,not_as_described,2,2191.17,18133,2013-06-05,VietMotion YY-05,GenZ
RET-005514,84369,573,2013-06-18,late_delivery,8,28627.04,23152,2013-06-01,SaigonFlex UC-38,Streetwear
RET-005515,84388,1818,2013-06-27,defective,1,2173.05,73220,2013-06-03,SaigonCore YY-13,GenZ
RET-005517,84506,493,2013-06-27,wrong_size,2,20536.35,31303,2013-06-04,SaigonFlex UM-98,Streetwear
RET-005520,84518,1215,2013-06-23,wrong_size,4,14193.62,84839,2013-06-04,MekongFit UC-17,Streetwear
RET-005521,84543,1144,2013-06-19,defective,2,9596.42,114726,2013-06-02,MekongFit UR-01,Streetwear
RET-005522,84551,2219,2013-06-19,changed_mind,5,8287.42,102877,2013-06-03,VietMotion RP-16,Outdoor
RET-005524,84554,1057,2013-06-22,defective,1,1518.74,103055,2013-06-02,MekongFit RP-03,Outdoor
RET-005525,84554,1058,2013-06-17,defective,1,1444.52,103055,2013-06-02,MekongFit RP-04,Outdoor
RET-005526,84565,2284,2013-06-20,wrong_size,2,6535.67,104194,2013-06-05,VietMotion RS-17,Outdoor
RET-005529,84626,2332,2013-06-26,wrong_size,1,5362.25,95154,2013-06-05,VietMotion UE-06,Streetwear
RET-005531,84709,2251,2013-06-25,not_as_described,8,11887.84,155908,2013-06-03,VietMotion RP-48,Outdoor
RET-005532,84718,1417,2013-06-29,wrong_size,1,3241.71,154112,2013-06-04,VietMode RP-09,Outdoor
RET-005533,84718,1418,2013-06-18,defective,3,10279.25,154112,2013-06-04,VietMode RP-10,Outdoor
RET-005534,84729,2332,2013-06-30,defective,1,5302.32,143274,2013-06-04,VietMotion UE-06,Streetwear
RET-005535,84751,2280,2013-07-02,not_as_described,2,3785.85,152491,2013-06-05,VietMotion RS-13,Outdoor
RET-005536,84787,596,2013-06-27,wrong_size,2,17477.29,139284,2013-06-01,SaigonFlex UC-61,Streetwear
RET-005539,84822,596,2013-06-13,changed_mind,5,42186.09,136525,2013-06-02,SaigonFlex UC-61,Streetwear
RET-005540,84837,1061,2013-06-07,not_as_described,8,12068.75,147294,2013-06-02,MekongFit RP-07,Outdoor
RET-005541,84842,2212,2013-06-19,wrong_size,4,3712.32,150787,2013-06-02,VietMotion RP-09,Outdoor
RET-005542,84853,2252,2013-06-26,defective,1,1557.6,149558,2013-06-02,VietMotion RP-49,Outdoor
RET-005543,84853,2253,2013-06-12,wrong_size,2,2896.78,149558,2013-06-02,VietMotion RP-50,Outdoor
RET-005544,84859,2252,2013-06-19,late_delivery,2,3183.18,150324,2013-06-03,VietMotion RP-49,Outdoor
RET-005545,84864,2270,2013-06-14,changed_mind,3,10718.53,153649,2013-06-03,VietMotion RS-03,Outdoor
RET-005546,84876,2070,2013-06-19,not_as_described,1,5854.76,56506,2013-06-06,UrbanVN UC-05,Streetwear
RET-005547,84894,1227,2013-06-27,not_as_described,2,7420.45,14343,2013-06-02,MekongFit UC-29,Streetwear
RET-005553,84988,1053,2013-06-24,defective,2,6549.05,84477,2013-06-06,MekongFit MA-11,Casual
RET-005554,85001,1201,2013-06-18,wrong_size,1,6171.09,89177,2013-06-03,MekongFit UC-03,Streetwear
RET-005555,85016,600,2013-06-10,not_as_described,1,8384.1,110347,2013-06-02,SaigonFlex UC-65,Streetwear
RET-005557,85025,2091,2013-06-16,changed_mind,2,3719.31,78911,2013-06-05,UrbanVN UC-26,Streetwear
RET-005558,85031,551,2013-07-01,defective,4,38320.86,94374,2013-06-06,SaigonFlex UC-16,Streetwear
RET-005559,85071,2280,2013-06-21,defective,3,5254.98,138057,2013-06-04,VietMotion RS-13,Outdoor
RET-005561,85094,927,2013-06-11,not_as_described,1,5204.25,136321,2013-06-03,HanoiStreet UE-36,Streetwear
RET-005566,85208,635,2013-07-05,not_as_described,2,20876.21,29915,2013-06-07,SaigonFlex UC-00,Streetwear
RET-005567,85234,786,2013-06-30,changed_mind,3,2096.15,118710,2013-06-04,HanoiStreet RP-74,Outdoor
RET-005568,85234,1000,2013-06-16,defective,2,2170.67,118710,2013-06-04,HanoiStreet YY-01,GenZ
RET-005569,85240,2082,2013-06-27,not_as_described,3,10361.03,47170,2013-06-07,UrbanVN UC-17,Streetwear
RET-005571,85250,604,2013-06-20,defective,1,5766.99,110620,2013-06-03,SaigonFlex UC-69,Streetwear
RET-005572,85259,1942,2013-07-03,not_as_described,6,8009.01,122554,2013-06-05,UrbanVN RP-17,Outdoor
RET-005573,85259,1943,2013-06-24,defective,1,1488.17,122554,2013-06-05,UrbanVN RP-18,Outdoor
RET-005574,85277,954,2013-07-01,changed_mind,2,14913.44,126950,2013-06-04,HanoiStreet UC-17,Streetwear
RET-005575,85316,467,2013-06-29,wrong_size,1,10193.87,132875,2013-06-07,SaigonFlex UM-72,Streetwear
RET-005577,85320,2016,2013-06-24,not_as_described,1,3764.57,133474,2013-06-06,UrbanVN UR-19,Streetwear
RET-005578,85340,1926,2013-06-15,changed_mind,1,1081.32,153579,2013-06-05,UrbanVN RP-01,Outdoor
RET-005579,85355,927,2013-06-16,wrong_size,4,20787.07,40364,2013-06-05,HanoiStreet UE-36,Streetwear
RET-005580,85380,635,2013-06-16,changed_mind,1,9570.76,7782,2013-06-04,SaigonFlex UC-00,Streetwear
RET-005581,85391,967,2013-06-16,not_as_described,2,15720.27,67539,2013-06-05,HanoiStreet UC-30,Streetwear
RET-005582,85398,606,2013-06-26,defective,1,3796.09,49891,2013-06-05,SaigonFlex UC-71,Streetwear
RET-005583,85407,1173,2013-06-15,wrong_size,3,17368.09,56043,2013-06-04,MekongFit UE-09,Streetwear
RET-005584,85447,1987,2013-07-03,wrong_size,2,3850.08,29028,2013-06-04,UrbanVN RS-06,Outdoor
RET-005585,85450,1226,2013-06-16,changed_mind,3,17534.37,34733,2013-06-08,MekongFit UC-28,Streetwear
RET-005586,85464,2199,2013-06-19,late_delivery,2,4736.14,32779,2013-06-05,VietMotion MA-13,Casual
RET-005588,85510,460,2013-06-28,not_as_described,1,9642.87,124587,2013-06-05,SaigonFlex UM-65,Streetwear
RET-005589,85511,976,2013-07-02,late_delivery,6,23089.44,124765,2013-06-06,HanoiStreet UC-39,Streetwear
RET-005590,85513,617,2013-06-20,defective,5,47609.71,128527,2013-06-07,SaigonFlex UC-82,Streetwear
RET-005592,85522,1859,2013-07-05,wrong_size,4,6439.22,155745,2013-06-06,SaigonCore YY-54,GenZ
RET-005593,85549,964,2013-07-01,wrong_size,1,3839.23,138325,2013-06-05,HanoiStreet UC-27,Streetwear
RET-005594,85577,2055,2013-06-28,wrong_size,6,38665.44,56921,2013-06-05,UrbanVN UE-15,Streetwear
RET-005595,85593,2396,2013-06-25,wrong_size,1,1155.58,10843,2013-06-08,VietMotion YY-05,GenZ
RET-005596,85598,2112,2013-06-24,changed_mind,1,6669.59,12154,2013-06-07,PhoenixWear UM-03,Streetwear
RET-005597,85612,248,2013-06-22,wrong_size,3,17987.02,7494,2013-06-07,LotusWear UR-20,Streetwear
RET-005598,85614,493,2013-06-28,wrong_size,3,29821.3,7576,2013-06-07,SaigonFlex UM-98,Streetwear
RET-005601,85686,400,2013-06-27,late_delivery,2,17279.54,20230,2013-06-07,SaigonFlex UM-05,Streetwear
RET-005602,85687,550,2013-06-14,wrong_size,1,5083.88,20238,2013-06-05,SaigonFlex UC-15,Streetwear
RET-005603,85704,1517,2013-07-04,not_as_described,6,13428.66,77895,2013-06-08,VietMode RP-09,Outdoor
RET-005604,85749,606,2013-06-24,not_as_described,1,3969.04,118960,2013-06-09,SaigonFlex UC-71,Streetwear
RET-005605,85817,759,2013-06-17,defective,1,1842.82,138382,2013-06-07,HanoiStreet RP-47,Outdoor
RET-005606,85817,760,2013-06-30,changed_mind,2,3450.5,138382,2013-06-07,HanoiStreet RP-48,Outdoor
RET-005607,85871,493,2013-07-02,wrong_size,1,10523.53,15488,2013-06-07,SaigonFlex UM-98,Streetwear
RET-005608,85875,512,2013-06-26,changed_mind,1,2660.73,6706,2013-06-09,SaigonFlex UR-01,Streetwear
RET-005609,85878,725,2013-06-27,changed_mind,5,6532.46,44698,2013-06-08,HanoiStreet RP-13,Outdoor
RET-005610,85888,491,2013-06-20,not_as_described,2,21255.26,18694,2013-06-10,SaigonFlex UM-96,Streetwear
RET-005612,85908,502,2013-06-30,wrong_size,3,35164.42,26423,2013-06-10,SaigonFlex UM-07,Streetwear
RET-005613,85921,669,2013-06-19,changed_mind,4,56830.33,91655,2013-06-10,SaigonFlex UC-34,Streetwear
RET-005614,85928,683,2013-07-07,not_as_described,1,8611.16,84225,2013-06-09,SaigonFlex UC-48,Streetwear
RET-005615,85943,512,2013-06-26,not_as_described,2,5796.59,125979,2013-06-07,SaigonFlex UR-01,Streetwear
RET-005616,85947,502,2013-06-26,late_delivery,8,91352.64,107603,2013-06-06,SaigonFlex UM-07,Streetwear
RET-005617,85948,759,2013-07-02,defective,5,9000.25,108233,2013-06-07,HanoiStreet RP-47,Outdoor
RET-005618,85948,760,2013-06-15,not_as_described,5,8321.65,108233,2013-06-07,HanoiStreet RP-48,Outdoor
RET-005620,85959,1800,2013-06-24,changed_mind,7,52731.53,140565,2013-06-06,SaigonCore UC-06,Streetwear
RET-005621,85982,976,2013-06-27,changed_mind,1,3492.93,149010,2013-06-10,HanoiStreet UC-39,Streetwear
RET-005623,86012,631,2013-06-28,not_as_described,4,17075.32,8818,2013-06-11,SaigonFlex UC-96,Streetwear
RET-005624,86016,2331,2013-06-25,wrong_size,2,13881.77,8880,2013-06-08,VietMotion UE-05,Streetwear
RET-005625,86036,981,2013-06-19,wrong_size,1,1890.52,8246,2013-06-08,HanoiStreet UC-44,Streetwear
RET-005626,86046,596,2013-06-30,wrong_size,4,34608.19,43874,2013-06-10,SaigonFlex UC-61,Streetwear
RET-005627,86052,617,2013-06-20,late_delivery,3,30137.12,65802,2013-06-11,SaigonFlex UC-82,Streetwear
RET-005628,86070,1230,2013-07-06,not_as_described,1,5201.13,54121,2013-06-10,MekongFit UC-32,Streetwear
RET-005629,86082,2214,2013-06-25,not_as_described,2,7288.51,22265,2013-06-10,VietMotion RP-11,Outdoor
RET-005630,86091,508,2013-07-06,wrong_size,1,10293.58,19284,2013-06-08,SaigonFlex UM-13,Streetwear
RET-005631,86092,2071,2013-06-25,wrong_size,1,3966.57,23015,2013-06-12,UrbanVN UC-06,Streetwear
RET-005632,86100,2387,2013-06-24,changed_mind,2,11137.12,53331,2013-06-08,VietMotion UC-35,Streetwear
RET-005633,86102,1058,2013-06-25,wrong_size,1,1461.43,75197,2013-06-09,MekongFit RP-04,Outdoor
RET-005634,86137,1934,2013-07-03,changed_mind,3,4451.66,29485,2013-06-10,UrbanVN RP-09,Outdoor
RET-005635,86137,1935,2013-07-05,not_as_described,2,2819.53,29485,2013-06-10,UrbanVN RP-10,Outdoor
RET-005636,86142,1040,2013-06-23,not_as_described,2,25274.91,30964,2013-06-08,MekongStyle UC-12,Streetwear
RET-005637,86158,2056,2013-07-02,defective,3,11384.49,103192,2013-06-09,UrbanVN UE-16,Streetwear
RET-005638,86166,2238,2013-07-03,late_delivery,1,1411.35,104975,2013-06-11,VietMotion RP-35,Outdoor
RET-005639,86166,2239,2013-06-24,late_delivery,4,5743.96,104975,2013-06-11,VietMotion RP-36,Outdoor
RET-005640,86188,1005,2013-06-19,wrong_size,1,1376.09,121623,2013-06-09,HanoiStreet YY-06,GenZ
RET-005641,86192,1974,2013-06-27,wrong_size,1,579.66,122205,2013-06-10,UrbanVN RP-49,Outdoor
RET-005642,86193,927,2013-06-20,wrong_size,2,11113.38,109570,2013-06-10,HanoiStreet UE-36,Streetwear
RET-005643,86214,2054,2013-06-19,not_as_described,1,6212.83,93442,2013-06-08,UrbanVN UE-14,Streetwear
RET-005644,86227,826,2013-07-02,late_delivery,5,58258.55,128476,2013-06-09,HanoiStreet UM-10,Streetwear
RET-005645,86247,964,2013-06-24,wrong_size,1,3871.57,156000,2013-06-11,HanoiStreet UC-27,Streetwear
RET-005646,86252,1990,2013-06-21,late_delivery,3,8856.58,154380,2013-06-10,UrbanVN RS-09,Outdoor
RET-005647,86277,2204,2013-07-01,not_as_described,3,4647.05,137832,2013-06-08,VietMotion RP-01,Outdoor
RET-005648,86277,2205,2013-06-25,defective,2,3591.1,137832,2013-06-08,VietMotion RP-02,Outdoor
RET-005649,86289,795,2013-06-30,not_as_described,1,3220.95,138912,2013-06-12,HanoiStreet RP-83,Outdoor
RET-005650,86289,796,2013-06-19,defective,2,6585.19,138912,2013-06-12,HanoiStreet RP-84,Outdoor
RET-005651,86298,786,2013-07-05,wrong_size,5,3293.28,141397,2013-06-12,HanoiStreet RP-74,Outdoor
RET-005652,86309,895,2013-06-27,defective,1,6561.76,133177,2013-06-09,HanoiStreet UE-04,Streetwear
RET-005653,86309,2263,2013-06-28,late_delivery,2,7650.81,133177,2013-06-09,VietMotion RP-60,Outdoor
RET-005654,86324,795,2013-06-30,changed_mind,1,2964.54,135231,2013-06-12,HanoiStreet RP-83,Outdoor
RET-005655,86324,796,2013-07-01,defective,5,16367.64,135231,2013-06-12,HanoiStreet RP-84,Outdoor
RET-005657,86365,2359,2013-07-03,changed_mind,4,21725.9,59923,2013-06-11,VietMotion UC-07,Streetwear
RET-005658,86367,2074,2013-06-30,defective,5,18071.65,57984,2013-06-11,UrbanVN UC-09,Streetwear
RET-005659,86373,804,2013-06-25,wrong_size,1,1933.35,56574,2013-06-13,HanoiStreet RS-08,Outdoor
RET-005660,86374,502,2013-07-09,changed_mind,1,11740.86,41606,2013-06-13,SaigonFlex UM-07,Streetwear
RET-005662,86419,759,2013-07-02,changed_mind,4,7226.13,38320,2013-06-09,HanoiStreet RP-47,Outdoor
RET-005663,86419,760,2013-06-23,wrong_size,1,1754.36,38320,2013-06-09,HanoiStreet RP-48,Outdoor
RET-005665,86454,804,2013-06-30,wrong_size,2,3678.47,17332,2013-06-12,HanoiStreet RS-08,Outdoor
RET-005666,86457,2071,2013-06-26,defective,2,8173.45,17752,2013-06-12,UrbanVN UC-06,Streetwear
RET-005667,86461,1226,2013-06-24,defective,1,6329.32,20765,2013-06-09,MekongFit UC-28,Streetwear
RET-005668,86464,445,2013-06-30,defective,1,10752.92,18138,2013-06-11,SaigonFlex UM-50,Streetwear
RET-005669,86466,826,2013-06-24,changed_mind,2,25404.8,18668,2013-06-13,HanoiStreet UM-10,Streetwear
RET-005670,86482,2091,2013-07-06,changed_mind,1,2012.7,45379,2013-06-12,UrbanVN UC-26,Streetwear
RET-005671,86490,992,2013-06-19,wrong_size,3,10505.77,26420,2013-06-09,HanoiStreet UC-55,Streetwear
RET-005672,86511,2396,2013-06-30,late_delivery,4,4383.37,34041,2013-06-10,VietMotion YY-05,GenZ
RET-005673,86515,498,2013-07-04,wrong_size,1,16215.42,29836,2013-06-12,SaigonFlex UM-03,Streetwear
RET-005674,86516,2226,2013-06-24,wrong_size,4,13374.8,30027,2013-06-11,VietMotion RP-23,Outdoor
RET-005675,86516,2227,2013-06-26,defective,2,6917.75,30027,2013-06-11,VietMotion RP-24,Outdoor
RET-005676,86524,635,2013-06-26,changed_mind,2,20934.6,87908,2013-06-10,SaigonFlex UC-00,Streetwear
RET-005677,86538,981,2013-07-08,changed_mind,2,3569.62,102946,2013-06-13,HanoiStreet UC-44,Streetwear
RET-005678,86550,36,2013-07-05,changed_mind,5,25736.08,105327,2013-06-11,DragonWear MA-36,Casual
RET-005679,86568,499,2013-07-03,wrong_size,1,10317.54,109842,2013-06-10,SaigonFlex UM-04,Streetwear
RET-005681,86581,2252,2013-06-28,late_delivery,3,4535.57,100283,2013-06-10,VietMotion RP-49,Outdoor
RET-005682,86608,1936,2013-06-21,late_delivery,1,3076.59,129004,2013-06-09,UrbanVN RP-11,Outdoor
RET-005683,86609,1937,2013-07-03,wrong_size,2,6531.95,129007,2013-06-09,UrbanVN RP-12,Outdoor
RET-005684,86625,635,2013-06-25,not_as_described,1,10113.12,153936,2013-06-11,SaigonFlex UC-00,Streetwear
RET-005685,86634,2071,2013-06-15,not_as_described,3,11481.6,145363,2013-06-09,UrbanVN UC-06,Streetwear
RET-005686,86647,2064,2013-06-27,wrong_size,2,12172.91,141115,2013-06-10,UrbanVN UE-24,Streetwear
RET-005687,86667,486,2013-06-26,defective,2,20302.81,133500,2013-06-10,SaigonFlex UM-91,Streetwear
RET-005688,86671,396,2013-06-30,not_as_described,2,18791.4,134614,2013-06-13,SaigonFlex UM-01,Streetwear
RET-005689,86695,981,2013-06-24,wrong_size,1,1985.97,152844,2013-06-12,HanoiStreet UC-44,Streetwear
